Column Density	Temperature	Something else
0.04272691414049723	0.8877974528640775	0.08720066985076713
0.7621584096058713	0.9937947956581669	0.06274876198130319
0.27046516273308085	0.49724359832179266	0.112235211134881
0.8591615845403927	0.7980438471917661	0.04853337996463469
0.8318285042281554	0.33189233336580115	0.9583449817760797
0.19535125730946257	0.13073067927559934	0.7204160941692289
0.36317176592510303	0.3527820626704501	0.831847977983045
0.45787808833956	0.39772922268184896	0.13400938914579574
0.8350000085922162	0.6369730647149662	0.7687779245429933
0.08806264709183054	0.10942840621493355	0.16482816271077239
0.8473465243158635	0.8338733977237148	0.06381943060532358
0.10164028869934927	0.9000045060065686	0.09652275136840183
0.6673257593586296	0.1604679335003869	0.1757014493205976
0.40147506275672395	0.36948989375842656	0.6140438851700483
0.10653128308723803	0.5614295434655584	0.04484677088930411
0.08937922798769382	0.4223365285368653	0.733387715004393
0.06788643599385369	0.9953643840731913	0.3475572139641372
0.4483659911315152	0.14962962463352536	0.5539467441579236
0.3982904322126757	0.37375875627529154	0.32294385906913736
0.3773135192714294	0.48057770258422317	0.6372014208884893
0.8189670156120281	0.9124525691443669	0.4160292359641471
0.008456558500498756	0.33974716937687155	0.4388423854387604
0.6213751519013936	0.28819863245152655	0.7667904531180403
0.07951776286491119	0.24934153857436692	0.7855772535358004
0.5873530387736356	0.5735466686954263	0.3385036704652773
0.7423316756701608	0.5496615778974611	0.2593945680419607
0.7449688373865047	0.9932125331488169	0.16264660423774324
0.3522898818369635	0.23947909418090207	0.40403174146781917
0.018970369463740644	0.6665287673951388	0.5577717519840438
0.45339293667019387	0.14060046376915802	0.37935393540079854
0.40576949804129847	0.758948180649077	0.6500360613013709
0.0992005951982986	0.44623347721033024	0.9596710109083313
0.7043614954260139	0.6608312109312355	0.10817870457371026
0.32645797314648894	0.9114158447354467	0.3709613454282261
0.31162491081624877	0.8051366709532805	0.6588139442686498
0.2885956278038164	0.947889761818727	0.13822154183872415
0.7077531435982309	0.4609552196066682	0.14886151793905567
0.9066659551542846	0.524092742093303	0.18449608565517517
0.8103956667674568	0.9768943428372704	0.09518768509555564
0.8459066655970101	0.9456326048152648	0.6995870003827391
0.5368581580957953	0.560711764326244	0.6414765911005612
0.9389459305412808	0.3296219446840537	0.4563320923842529
0.8661331950288168	0.6576804345789803	0.15954586535605075
0.935713289513319	0.07386921197161189	0.7710957460584708
0.9562656603711287	0.8519318961267073	0.9170856449114333
0.5166144185732056	0.4359508754770084	0.6444858376023255
0.7769906479362017	0.3618289505495764	0.15489323306394376
0.5685036150983585	0.039148608402281404	0.6184812406482351
0.16894522206369456	0.058023347911177026	0.869871775576216
0.18314845523240797	0.9778525758739899	0.3555052107901474
0.2557015028845332	0.2527871093270012	0.7458140211040126
0.602890273677067	0.5173801681975254	0.09721868187660321
0.39664018669784207	0.4297071283717744	0.423523869899439
0.1941769257121524	0.8512267684309393	0.22462214528299917
0.15260940790136024	0.08350388689022403	0.17285857946079508
0.386930633686137	0.08180156914666692	0.5298324769309993
0.9878603311076941	0.06390262384390699	0.5115930182114146
0.7589067553392758	0.7106897888703911	0.18839769085609825
0.315331273014517	0.36284028040250715	0.3804833667797537
0.5961154041081361	0.8209117025324879	0.9549016839553902
0.461855866467779	0.14379408695388995	0.5358839228582827
0.5638342026895855	0.6468185733754904	0.838905540055505
0.26523295547945847	0.6499673718052347	0.901310894271071
0.8838921040381956	0.9218801011494292	0.4444401204010173
0.1121698963950335	0.5875139983567613	0.9790572565763447
0.46493602676950985	0.8443560499800112	0.2179257900034608
0.17937945207681483	0.16248718606774593	0.9179259248021876
0.6340569271092984	0.7694925118871407	0.38294731233543344
0.3051801235981433	0.3850679833255275	0.9107388080249378
0.7927009522360899	0.8209692307440943	0.6705704631977994
